,polarity,id,date,query,user,tweet
1204107,positive,1986194171,Sun May 31 18:28:18 PDT 2009,NO_QUERY,Rebekahxoxo,Seeing Up with @vickitiki. we ran into @alyson13 seeing it ith them both now. 
1171398,positive,1980490787,Sun May 31 06:53:45 PDT 2009,NO_QUERY,melissabillie,@stephxor I think I'm going to be home for the awardsss! 
863912,positive,1677188731,Sat May 02 00:51:23 PDT 2009,NO_QUERY,orisasson,@IsaiahC haha is OK  are you following the #awaresg story?
32423,negative,1564252212,Mon Apr 20 02:33:29 PDT 2009,NO_QUERY,Jen_Harris,@tommcfly you should do a european tour i would defo go to that! I was going to fly to UK for this one but had my exams the same time 
544457,negative,2201110449,Tue Jun 16 19:49:12 PDT 2009,NO_QUERY,MakiniThompson,@tweet0332 I'll notice! 
1194185,positive,1984397702,Sun May 31 15:01:46 PDT 2009,NO_QUERY,climbvx,Support bacteria - they're the only culture some people have 
427810,negative,2063805541,Sun Jun 07 04:08:44 PDT 2009,NO_QUERY,ggmxo,should be seeing katy perry tonight... i don't wanna wait until august 
844140,positive,1564005808,Mon Apr 20 01:17:37 PDT 2009,NO_QUERY,tanjadebie,"@LeipeLeon  yay, thanks! We're gonna rock!"
529123,negative,2195345501,Tue Jun 16 11:00:29 PDT 2009,NO_QUERY,xconway,@LizGmaz We need to vote that the district cannot not let us vote if the district will let us vote on that 
876606,positive,1684763969,Sat May 02 21:58:49 PDT 2009,NO_QUERY,RabbiShaiSpecht,@Paullebars LOVE that song! 
1496632,positive,2070172097,Sun Jun 07 17:13:13 PDT 2009,NO_QUERY,Rosemont_Farm,"@meredithmo the only glitch is obtaining the projector, but I will resort to Craigslist if I must  #sustagchat"
1537492,positive,2179629102,Mon Jun 15 09:21:57 PDT 2009,NO_QUERY,dbreakenridge,@themediapod Please send Steve my regards!  Glad to hear you are using my book   Thanks.
106709,negative,1823652520,Sat May 16 22:34:22 PDT 2009,NO_QUERY,KayleenDuhh,@Janettex3 i guess he did! It is rude! 
316168,negative,2002349580,Tue Jun 02 03:57:21 PDT 2009,NO_QUERY,vincenthunt,@StaciJShelton Good morning Sis!!! Got tied in a flurry of hottness yesterday  ... Let's connect later today? Love you!!
1414392,positive,2057028916,Sat Jun 06 12:14:18 PDT 2009,NO_QUERY,pawnman44004,@bkdodgr Good Afternoon! 
612779,negative,2225107378,Thu Jun 18 10:19:12 PDT 2009,NO_QUERY,michsnell,"Well, it appears that interview #1 is a no-show.    Blah!  Must sit here for another hour, hoping #2 shows."
896225,positive,1692957945,Sun May 03 21:11:50 PDT 2009,NO_QUERY,alibi_Design,"@VanessaRousso CONGRATS! That's fantastic for you and a huge accomplishment. Just remember, I followed you BEFORE you got HUGE!  lol"
1134679,positive,1976368341,Sat May 30 17:10:29 PDT 2009,NO_QUERY,weightfor160,@blairandress THANK YOU!!!  
96340,negative,1792565467,Wed May 13 23:31:27 PDT 2009,NO_QUERY,Akshay_Kothari,bloody manipal bug got my leg!Now it looks like I have alien spawn about to sprout any moment from a point right above my right knee 
657078,negative,2240823594,Fri Jun 19 10:12:21 PDT 2009,NO_QUERY,sarraaxparker,goinggg to workk 
221914,negative,1976921585,Sat May 30 19:34:21 PDT 2009,NO_QUERY,tweetertwatter9,just drank my annual cup of milk. blech.  
1437175,positive,2061118685,Sat Jun 06 20:12:55 PDT 2009,NO_QUERY,marisa_rachel,"going to tally with the bestie at 7AM. fuck it, imma just stay up. lol. we all the way live "
1141205,positive,1977147238,Sat May 30 20:13:06 PDT 2009,NO_QUERY,B_Tab,Just got done with work. Today was out of control fun!! Showering again/getting ready then heading to Lava Lounge to see Bullet perform! 
398175,negative,2056821198,Sat Jun 06 11:51:27 PDT 2009,NO_QUERY,Clippy,"@junelai a folding one didn't work with the pictures, they get creased "
572213,negative,2209181917,Wed Jun 17 10:06:12 PDT 2009,NO_QUERY,Luvs_Hengqi,"Me very tired, half dead already lah! "
991212,positive,1835092084,Mon May 18 05:06:53 PDT 2009,NO_QUERY,PPQCLOTHING,At PPQ today we have the radio on FULL BLAST...and I've seen cake in the fridge 
991979,positive,1835191845,Mon May 18 05:23:07 PDT 2009,NO_QUERY,katieliz18,Calvin Harris remix of the Reeling on full blast and spanish past papers on the go 
1559042,positive,2185966958,Mon Jun 15 18:09:56 PDT 2009,NO_QUERY,CommanderJoe,"@MasterAndrew15 I like to think so, yes "
231057,negative,1978878537,Sun May 31 00:47:15 PDT 2009,NO_QUERY,lisanti,@goodnightbeck dude arent they fab. I'm so bummed theyre breaking up they are great. and really nice guys. 
243246,negative,1981499423,Sun May 31 09:16:55 PDT 2009,NO_QUERY,simpsojm,work   then two days off!
1007848,positive,1880745129,Fri May 22 02:20:52 PDT 2009,NO_QUERY,aimizubouken,downloading like mad for programs to sustain me this weekends 
1211402,positive,1989146358,Mon Jun 01 00:30:05 PDT 2009,NO_QUERY,sheepchase,@iA Whoa!.... bet he wasn't too happy about that 
794682,negative,2327077370,Thu Jun 25 07:53:25 PDT 2009,NO_QUERY,evuhleen,6 straight hours of working non-stop! I need sleep... i need alcohol... i need my bed... I need my mom! 
972957,positive,1832769502,Sun May 17 21:27:35 PDT 2009,NO_QUERY,joshmajestik,"just figured out how to work his webcam tonight!  best decision ever   and no, not because of that you pervs..."
102310,negative,1794911407,Thu May 14 06:48:10 PDT 2009,NO_QUERY,RebaFan4Eva,@lkscobee That's good!  So how was it all??  I SOO wish I could have been in Nashville  
148215,negative,1883047156,Fri May 22 07:55:17 PDT 2009,NO_QUERY,GeorgiaK228,is wondering of NKOTB will reschedule the cancelled shows...cause i'm sad i won't see this this summer if they don't 
387325,negative,2053988645,Sat Jun 06 06:15:57 PDT 2009,NO_QUERY,hollyvictoria_x,@xImNotThatGirlx yeah 
1395590,positive,2053738577,Sat Jun 06 05:33:04 PDT 2009,NO_QUERY,Shiny_Star_,. . with my whole love and respect to everyone 
973807,positive,1833234893,Sun May 17 22:40:21 PDT 2009,NO_QUERY,mimeheart,today was a good day 
716598,negative,2259747370,Sat Jun 20 18:05:45 PDT 2009,NO_QUERY,yonosoypol,@AldoU Dice ke si mejor le caes y vemos Transformers 1 Jojojo We're out of money 
1042593,positive,1957218145,Thu May 28 23:51:23 PDT 2009,NO_QUERY,Saturnslegacy,"Okay, at home and about to go to sleep.  i'll be talking in my sleep... @shawcroft you should hear it     Have pleasant dreams everyone!"
281616,negative,1992376865,Mon Jun 01 08:39:16 PDT 2009,NO_QUERY,Lucie2k9,Wow did you hear about the aeroplane? they dont no where it is? and... susan boyle has been taken to a clinic thing because of stress i/t 
1254949,positive,1997195957,Mon Jun 01 16:25:26 PDT 2009,NO_QUERY,LeezaRae,blah essay due tomorrow and foods test! oh my gushness! but whatever today was a fun monday 
1206585,positive,1986837397,Sun May 31 19:23:12 PDT 2009,NO_QUERY,VivaLaAthena,"Ooooo taylor... ur so meaty... and young... and you can act.. and you're beautiful.. ohhh, squeeze me! &lt;3 "
1292839,positive,2003111768,Tue Jun 02 05:54:13 PDT 2009,NO_QUERY,JanineArielle,@majapoo yeah it was! i hope i'll see u there again. And in taft 
1577794,positive,2189723625,Tue Jun 16 00:44:36 PDT 2009,NO_QUERY,emicorn,"@hiddenplace no real use for it, no... but then some of the best joys are pointless "
90691,negative,1759118153,Sun May 10 18:30:08 PDT 2009,NO_QUERY,ehhhcharliex,I really wants to go see star trek right now 
144498,negative,1881977519,Fri May 22 05:58:57 PDT 2009,NO_QUERY,aaSmyth,want pancakes 
1141118,positive,1977134880,Sat May 30 20:11:12 PDT 2009,NO_QUERY,Rosa109,@themaguire I am sure you're beyond happy... 
274582,negative,1990627564,Mon Jun 01 05:21:37 PDT 2009,NO_QUERY,samshellybelly7,On my way to school! 
875686,positive,1680846780,Sat May 02 12:37:57 PDT 2009,NO_QUERY,ruhanirabin,@adamsconsulting really! now u know why u become a tweetheart 
48113,negative,1677791644,Sat May 02 04:00:47 PDT 2009,NO_QUERY,McTofu,@grohs Yikes!! I would want to give the poor creature a kitty burial 
109255,negative,1824507086,Sun May 17 01:40:47 PDT 2009,NO_QUERY,doriens,No news yes about my friend  ( re my blog ).. its been a very long night  xx
820985,positive,1553895103,Sat Apr 18 15:30:19 PDT 2009,NO_QUERY,JohnGiaquinto,@kaex88 Running in Eastie? Who was chasing you? That's my old 'hood! Lived there until I was 12. Did you get Santarpio's Pizza afterward? 
696533,negative,2253560024,Sat Jun 20 08:22:23 PDT 2009,NO_QUERY,tommyvallier,Sorry about the crummy weather.  #pab09
972758,positive,1832657246,Sun May 17 21:12:40 PDT 2009,NO_QUERY,sheonpoint,i should deff go to bed 
1427863,positive,2059463156,Sat Jun 06 16:59:15 PDT 2009,NO_QUERY,bubblecat,@theaardvark  - thanks for the invite!
1186704,positive,1983017203,Sun May 31 12:20:40 PDT 2009,NO_QUERY,_ashlE_,"@ordinary__ Aw, really? That is sweet and it kinda sucks too "
1123848,positive,1974563452,Sat May 30 13:23:21 PDT 2009,NO_QUERY,Roofz,@niallkavanagh If I cook I'll eat it though hahah! thanks 
1173025,positive,1980706608,Sun May 31 07:28:01 PDT 2009,NO_QUERY,MadeleineAyera,@Takinganewtack Hi friend!  Nice to see you on Twitter!
1441456,positive,2061831608,Sat Jun 06 21:42:56 PDT 2009,NO_QUERY,inthebelfry,"@SarahMunster (sorry bathroom break) omg, yes!! but not right now... rn I wanna read the Pet Detective au "
1073780,positive,1966857466,Fri May 29 18:31:35 PDT 2009,NO_QUERY,DjChino102Jamz,@TracyNova Wow!!! long time no see! We need another Tracy Nova party in Orlando ASAP! 
1562118,positive,2186744321,Mon Jun 15 19:16:28 PDT 2009,NO_QUERY,texeyes,"@SupercutsAustin  Thanks for following me, unfortunately for you I have no hair  Can I still be your twitter?"
349079,negative,2017006522,Wed Jun 03 07:42:38 PDT 2009,NO_QUERY,lilly_91,"ahh, 2 more exams done, total of 3, just 5 more to go  at least they went well this morning!"
1059046,positive,1963094095,Fri May 29 12:11:36 PDT 2009,NO_QUERY,jennysunphoto,"@benlimphoto I went out tonight la, had some drinks "
150827,negative,1932364421,Tue May 26 21:19:17 PDT 2009,NO_QUERY,marpizza,Now I feel hopelessly sad  stupid dreams
908283,positive,1696135368,Mon May 04 07:40:57 PDT 2009,NO_QUERY,manicsue,ahhh bank holiday slept late now going to dinner in my sisters whos a real &quot;monica&quot;  hahah and im late il get cold dinner now 
1118355,positive,1973586210,Sat May 30 11:26:29 PDT 2009,NO_QUERY,ajxdanja,I love my outfit i got with dj danja yesterday 
845483,positive,1564234141,Mon Apr 20 02:28:02 PDT 2009,NO_QUERY,Sheamus,@NGowers I'm here.  Although I assume you were making a jest about my avatar change. 
1469059,positive,2064838783,Sun Jun 07 07:17:39 PDT 2009,NO_QUERY,TeamDaveDays,"each day i live, i want to be, a day to give, the best of me, GUESS THE SONG! "
408746,negative,2059477027,Sat Jun 06 17:00:48 PDT 2009,NO_QUERY,KBedard,@JoshBreslow its because I have no friends 
1027699,positive,1932496020,Tue May 26 21:35:07 PDT 2009,NO_QUERY,Flicka87,@KendraWilkinson your new show airs in australia on the 9th of june..i cant wait counting down 
9185,negative,1548641339,Fri Apr 17 21:32:03 PDT 2009,NO_QUERY,PEDBlue87,i wanna sleep but dont think its gonna happen so soon with all the loudness of relay 
465437,negative,2175350617,Mon Jun 15 00:44:44 PDT 2009,NO_QUERY,jennytornado,@rustyironfist hell no. but i don't get to get a cute dress i might be able to wear again. mine has to be floor length and with jacket. 
184601,negative,1967748345,Fri May 29 20:08:31 PDT 2009,NO_QUERY,kjlintner,"@kamiNcali I tried changing my default picture, but Twitter is giving me grief.  "
900990,positive,1694146493,Mon May 04 01:17:49 PDT 2009,NO_QUERY,haruki_zaemon,Spent the last 2 years largely ambivalent about s/w dev practices. Can feel care factor returning. Look out! 
799192,negative,2328885034,Thu Jun 25 10:06:01 PDT 2009,NO_QUERY,BrownTink,@applejacque I feel bad her and Ryan didn't get to remarry before she passed 
1412334,positive,2056644158,Sat Jun 06 11:31:35 PDT 2009,NO_QUERY,QueenMeadow,Someone just gave me the best compliment ever.....are you sure you are old enough to be Lea's mom? 
523977,negative,2193320871,Tue Jun 16 08:17:53 PDT 2009,NO_QUERY,mandelweb,Breakfasting w/Adam before he leaves for NY. Cue &quot;Saying Goodbye&quot; from &quot;Muppets Take Manhattan!&quot; 
456371,negative,2071246683,Sun Jun 07 19:04:51 PDT 2009,NO_QUERY,Danniiielle,@AllyyyMcKinney  so sorry I missed ur party 
406603,negative,2058969605,Sat Jun 06 15:59:31 PDT 2009,NO_QUERY,itskatieyay,@jack_p Oh no 
1029972,positive,1932858806,Tue May 26 22:23:15 PDT 2009,NO_QUERY,meg11288,i only had to claim half of what i made tonight 
683340,negative,2250243926,Sat Jun 20 00:02:37 PDT 2009,NO_QUERY,c8cam,@Dashwitmeeh i am always on the back burner!! 
1143441,positive,1977443032,Sat May 30 20:59:24 PDT 2009,NO_QUERY,KaylahGirl,@allyd0124 allyson's gay 
1326660,positive,2015290589,Wed Jun 03 04:15:30 PDT 2009,NO_QUERY,minimike86,@BetterLifeCycle Slacker! I'm on a 50 mile ride right now!  ha how was roparun?
629205,negative,2231558542,Thu Jun 18 18:42:56 PDT 2009,NO_QUERY,Extremo,"@aflonline I'm a Dees man through and through and they were disgraceful last week, I was bored watching them... Bored as hell... "
802845,positive,1468295574,Tue Apr 07 00:48:35 PDT 2009,NO_QUERY,lurethesea,@SarahSaner Good luck with that 
282320,negative,1992588699,Mon Jun 01 09:00:02 PDT 2009,NO_QUERY,bimbler,"@CrisiLouise no, a friend of mine had an 'open' relationship with her hubby .. that has just finished "
1110562,positive,1972080935,Sat May 30 08:31:12 PDT 2009,NO_QUERY,ChantaeH,@PhilipTmw I'm good  how about you?
330152,negative,2011964439,Tue Jun 02 19:51:03 PDT 2009,NO_QUERY,teamvicbo,@hunniebee Thanks for the follow as well..i can't DM you for some reason 
620980,negative,2228599750,Thu Jun 18 14:38:43 PDT 2009,NO_QUERY,MoniiMarie,http://twitpic.com/7qsdo - I miss my boyfff 
1140573,positive,1977064832,Sat May 30 20:00:38 PDT 2009,NO_QUERY,maryandy,"&quot;why are you blowing my head?&quot; oh Josh, you're a special one. "
97,negative,1467836576,Mon Apr 06 22:26:29 PDT 2009,NO_QUERY,timdonnelly,"hey, I actually won one of my bracket pools! Too bad it wasn't the one for money "
8913,negative,1548527949,Fri Apr 17 21:12:12 PDT 2009,NO_QUERY,saveit4dabirds,@atrocity79-awwww man!! That's not kool!!! 
1319386,positive,2014471367,Wed Jun 03 01:38:31 PDT 2009,NO_QUERY,AddictiveBriana,Happy Birthday Miss April aka Gia Dior Hilton love ya biatch! 
681729,negative,2249814397,Fri Jun 19 23:04:37 PDT 2009,NO_QUERY,Broghan,ahhhh i almost just hit a possum!  it was cute!
1481148,positive,2067014036,Sun Jun 07 11:35:26 PDT 2009,NO_QUERY,David_Ogilvie,@Commsguy yeah I'm doing fine here 
707270,negative,2256949105,Sat Jun 20 13:33:17 PDT 2009,NO_QUERY,IFightDragons,"@smussyolay @leahjones  i believe it's $5, but someone else told me $10, so I don't want to guarantee, the documentation is sparse "
697762,negative,2253913985,Sat Jun 20 08:56:32 PDT 2009,NO_QUERY,Laura_AnnWilson,@nowafludd im gonna miss u 2  u should come when u get off.
1010390,positive,1880993913,Fri May 22 03:13:50 PDT 2009,NO_QUERY,ninthspace,Venturing outside in the sunshine to shop. Listening to Tori and then Morrissey &lt;- happy 50th birthday to him 
413725,negative,2060653006,Sat Jun 06 19:18:57 PDT 2009,NO_QUERY,BananaPostale,@emcain what happened? 
239053,negative,1980544052,Sun May 31 07:02:21 PDT 2009,NO_QUERY,cndflybaby,taking DKs to puppet show and indoor playground today. Will try to get out to do some cleaning on the boat later. Cool and windy today 
1322574,positive,2014813203,Wed Jun 03 02:46:19 PDT 2009,NO_QUERY,hareesun,"@StephanGeyer Wow, thats one hell of a title... Translation - The New Group, by Omar Rodriguez Lopez. I'll have to check it out. "
248558,negative,1982745051,Sun May 31 11:49:06 PDT 2009,NO_QUERY,SophieBrown95,@frankiebrown18 I'm sorry  Just getting my own back ;) Finished now? xx
1140917,positive,1977106458,Sat May 30 20:07:05 PDT 2009,NO_QUERY,mikepnyc,Downloaded the amazon kindle appfor iPhone a while back. Just now tooling with it. It actually quite snazzy. 
1331497,positive,2016018013,Wed Jun 03 06:00:25 PDT 2009,NO_QUERY,erinjeany,@flirtbuttons LOL! He throws them all off eventually so we try to start him with a good selection! 
1129031,positive,1975455895,Sat May 30 15:11:39 PDT 2009,NO_QUERY,zac_in_ak,@AncRider yeah no bell on my bike but I stay alert and  yell 
416020,negative,2061204888,Sat Jun 06 20:23:27 PDT 2009,NO_QUERY,margauxantonio,Today might not be so great 
60723,negative,1686487494,Sun May 03 05:38:38 PDT 2009,NO_QUERY,NFkids,the vid is gonna be like 6 minutes long   sry about the length
911678,positive,1752021343,Sat May 09 20:51:26 PDT 2009,NO_QUERY,jghope,@cdlowell Jars was gonna be my answer 
739726,negative,2265799182,Sun Jun 21 07:19:57 PDT 2009,NO_QUERY,Tamgerine,"#iran &quot;my loving sister, I wish you had closed your eyes when your time had come... the very end of your last glance burns my soul....&quot; "
169003,negative,1962391127,Fri May 29 10:58:29 PDT 2009,NO_QUERY,JoshSemans,"@catashton ermm, more like a full black upper half.  and some a completley grey "
1523931,positive,2176645241,Mon Jun 15 04:24:32 PDT 2009,NO_QUERY,Mclovin094,http://twitpic.com/7gh74 - one must always have friends 
1037400,positive,1956514018,Thu May 28 22:02:36 PDT 2009,NO_QUERY,Sharetha_Rae,@AmaniBoo haha // ma birthday had dhat picture when bezzy is all wearing nathang but blue nd it said happy birthday &quot;Soulja Girl&quot; 
528553,negative,2195137065,Tue Jun 16 10:43:43 PDT 2009,NO_QUERY,MsCameraLady,i'm working to find a more specific direction in my photography....i feel like i'm all over the place right now... 
450077,negative,2069410341,Sun Jun 07 15:49:42 PDT 2009,NO_QUERY,Anna_Dawson,@hopealicia neither have i  but i'm determind to go there sooner or later haha. yep a lot of energy. but i can't wait. england is so  x
1089864,positive,1969740977,Sat May 30 01:03:23 PDT 2009,NO_QUERY,Radiant_Heart,@teambudd1 Rock-a-bye sweet baby Jane ....love that song  ....Bring on Conan !!!!
1364439,positive,2049746274,Fri Jun 05 17:25:36 PDT 2009,NO_QUERY,MsCrysMsCrys,@chchchawes hahah thanks 
1516545,positive,2175735344,Mon Jun 15 01:50:41 PDT 2009,NO_QUERY,colinhowe,@aral How many people have suggested turning it on/off?  BBC news etc is all working for me (not a BE customer)
1495179,positive,2069865334,Sun Jun 07 16:40:12 PDT 2009,NO_QUERY,Antique_Rings,@ducksquasher Love weddings? So do I   Just watched Audrey Hepburn in the old 'Breakfast at Tiffany's' movie.  Very romantic
667768,negative,2245713024,Fri Jun 19 16:31:52 PDT 2009,NO_QUERY,veroicone,"Closing tonight, tomorrow, and working 6am sunday ... Thanks boss man "
339637,negative,2014679981,Wed Jun 03 02:19:50 PDT 2009,NO_QUERY,ruthiebyrne,thoughts are with AF447 and their families.. 
533046,negative,2196984442,Tue Jun 16 13:11:17 PDT 2009,NO_QUERY,GORGEOUSEBARBIE,ITS LIK ME ND MY BOYFRIEND R FRIENDS CUZ WE DNT DO ANYTHING ROMANTIC HE SAYS HE'S NOT A ROMANTIC PERSON THAT SUCKS 
324289,negative,2006078074,Tue Jun 02 10:37:22 PDT 2009,NO_QUERY,jeffreynormore,i want the clothes i ordered 
1161200,positive,1979489336,Sun May 31 03:16:03 PDT 2009,NO_QUERY,Scar68,@rockeye Masterchef.au A UK judege is the &quot;celebrity&quot; Bad wig. Don't know his name. BTW nothing wrong with wigs 
436872,negative,2065779505,Sun Jun 07 09:16:24 PDT 2009,NO_QUERY,YAMsicle,"@lindsayrcg Shit, I just found a bug in my program "
117661,negative,1827679897,Sun May 17 11:13:15 PDT 2009,NO_QUERY,zackwilson27,Still can't make a food baby. 
708982,negative,2257474439,Sat Jun 20 14:23:41 PDT 2009,NO_QUERY,bad2thebonediva,Walking around the mall passing time waiting for my bus. I was in tillys but had to leave. Too depressing cus i have no $ to shop! 
45784,negative,1677244151,Sat May 02 01:06:34 PDT 2009,NO_QUERY,sweetjerry20,*chillin and not feelin so good... 
1276620,positive,2001225391,Tue Jun 02 00:12:44 PDT 2009,NO_QUERY,bluishpurple92,is going to sleep for a while..  --trish.out.  **to OUR pillowcase: i want a hug** **musicians are sooo in.  **
1421529,positive,2058333001,Sat Jun 06 14:43:46 PDT 2009,NO_QUERY,puppyFanatic,hangin with my other bff TORI!!!!!!!!!!!! 
1273141,positive,2000804146,Mon Jun 01 23:00:31 PDT 2009,NO_QUERY,kaylacollins,@marlonwayans I love creative reactions! I'm wearing them right now!   http://mypict.me/2lmR
682162,negative,2249922861,Fri Jun 19 23:18:11 PDT 2009,NO_QUERY,AlyseMooney,@davecandoit oh my god. Dave i feel so bad now 
1304796,positive,2010868657,Tue Jun 02 18:06:02 PDT 2009,NO_QUERY,carinafox5,@toddmacintyre Great job Sir Cameraman  You managed to capture the feel of a sea of people. (If that made sense)  
824838,positive,1556337286,Sat Apr 18 22:27:24 PDT 2009,NO_QUERY,enragedbeauty,@avalos09 we can bring a blanket and just lay in the park.. and look at the fountain and this and that.  Go to the other park too 
1190201,positive,1983675688,Sun May 31 13:36:54 PDT 2009,NO_QUERY,Singinggirl489,Just got back from Starbucks  now its back to work on civics
1215359,positive,1989533868,Mon Jun 01 01:54:06 PDT 2009,NO_QUERY,chrismusther,"@cawhitworth - Heh - just seen your pic of the Failcar. Yes, I saw it. Indeed, was parked 3-4 cars further along. "
1217701,positive,1989759427,Mon Jun 01 02:42:36 PDT 2009,NO_QUERY,katieAnnegoff,is house painting today 
1542485,positive,2181077920,Mon Jun 15 11:20:12 PDT 2009,NO_QUERY,shoxcorp,prepared a small presentation for tomorrow for my minor classmates and @miochat. Lets hope they'll like it 
1082622,positive,1968739553,Fri May 29 22:06:09 PDT 2009,NO_QUERY,neosewmama,@goldigold  you have no idea...
1248433,positive,1995829246,Mon Jun 01 14:06:40 PDT 2009,NO_QUERY,gjmf,"@philipn When traveling for a client, yep.  Today I'm talking about reducing the need for income by reducing waste.  "
827863,positive,1556926028,Sun Apr 19 01:02:56 PDT 2009,NO_QUERY,SarahSaner,Think I have my volume control up to high on these headphones I have almost leapt off my seat twice now! lol Like it loud though! 
460675,negative,2072504722,Sun Jun 07 21:09:20 PDT 2009,NO_QUERY,ShaunRox17,"@TiaMowry  the great thing is, though...the game is like the cosby show; reruns NEVER get old!!"
1175158,positive,1981057416,Sun May 31 08:19:05 PDT 2009,NO_QUERY,barbeano,@5ueMo I'm hungry too make me breakfast 
1278646,positive,2001453520,Tue Jun 02 00:56:16 PDT 2009,NO_QUERY,Chazeboy,"@Wossy im new to this twitter so i hope you get this, thank you for your donation to the Glastonbury World Cup, very much appreciated "
1479260,positive,2066642451,Sun Jun 07 10:54:17 PDT 2009,NO_QUERY,Liiiindsaay,@avril4everr: Please give me my player tomorrow 
598934,negative,2220414787,Thu Jun 18 03:01:01 PDT 2009,NO_QUERY,alexis_z1,"Jogging, isnt REALLY that cool, especially if you've got a fever "
1054028,positive,1961834345,Fri May 29 10:06:51 PDT 2009,NO_QUERY,rccgd,@wangyip it's for an event in and for promoting #Edmonton. thanks again 
1538791,positive,2179952634,Mon Jun 15 09:48:35 PDT 2009,NO_QUERY,LaverneLOVE,@bwnsuga06 Mommy loves you pumpkinnn! 
1040742,positive,1956990961,Thu May 28 23:13:01 PDT 2009,NO_QUERY,beckyrichard,@svyongue but I have this really strong feeling that the Jonas Brothers will be there  maybe that'll convince Heidi &amp; Maggie to go! lol
680037,negative,2249389882,Fri Jun 19 22:14:22 PDT 2009,NO_QUERY,Maandeerz,MONDAY! 
448214,negative,2068905967,Sun Jun 07 14:55:02 PDT 2009,NO_QUERY,LeeLeeNY,@angielala that is along time.. cause the club i went to was horrible... and i miss trey... 
1095611,positive,1970244859,Sat May 30 03:03:20 PDT 2009,NO_QUERY,MikeFoden,@matturvatnaskil Good work man 
1425162,positive,2058998198,Sat Jun 06 16:02:42 PDT 2009,NO_QUERY,_lexmoula,@SongzYuuup has been making the best remixes! 
703519,negative,2255734033,Sat Jun 20 11:42:30 PDT 2009,NO_QUERY,maz_z,@rei_c ah! Not at home! I didn't think it was starting yet. 
1016700,positive,1881740856,Fri May 22 05:26:53 PDT 2009,NO_QUERY,werrrkkk,at the airport getting ready to board. off to Houston. then costa rica!! ahahaiiii!!!!   http://twitpic.com/5or00
192527,negative,1969874041,Sat May 30 01:33:19 PDT 2009,NO_QUERY,sammychann,It's farking hot outside the house and heaty inside. I'm falling sick 
921955,positive,1754307816,Sun May 10 05:48:30 PDT 2009,NO_QUERY,fagankela,Happy Mothers Day!  looking forward to todays service and what God brings 
14076,negative,1553543704,Sat Apr 18 14:33:07 PDT 2009,NO_QUERY,jelly_babies,woo back to uni 2morro! ahh exams 
125704,negative,1834364644,Mon May 18 02:39:19 PDT 2009,NO_QUERY,FrasSmith,"@jackschofield A couple beautiful, the rest hideously overdone examples "
449459,negative,2069250711,Sun Jun 07 15:32:06 PDT 2009,NO_QUERY,ItsGabrielle,@rawstarr oh no  older! I already look 12 I prolly couldn't pass as his girlfriend if he lookin old!
1563102,positive,2186977763,Mon Jun 15 19:36:42 PDT 2009,NO_QUERY,EricSB,"Crap my live mesh is 95% full.  Anyone from MS wanna help me out?   Hey doesn't hurt to ask, does it? "
300142,negative,1998202766,Mon Jun 01 18:09:46 PDT 2009,NO_QUERY,MattBarnstable,So pissed off. I've been working my ass off this past week and had a lot of pressure &amp; stress 2day now I find bad feedback on CASPAR 
766068,negative,2299706449,Tue Jun 23 13:14:44 PDT 2009,NO_QUERY,Kensh0rz,It sure is difficult to find anything interesting to watch about Reagan because of all the goddamn name-dropping 
71612,negative,1694010676,Mon May 04 00:41:03 PDT 2009,NO_QUERY,amberleyx,Stupid sister and her boyfriend made me change the channel. I waited all day to want sonny with a chance 
558889,negative,2204857116,Wed Jun 17 03:18:56 PDT 2009,NO_QUERY,caitlinmcc16,Just had a fight with a mattress. The mattress won 
1293302,positive,2003185504,Tue Jun 02 06:03:04 PDT 2009,NO_QUERY,Daedalus56,"@balmeras Now after looking at your site, I thought it would have been green. New slogan: 'Go orange, and save the planet.' "
436122,negative,2065590754,Sun Jun 07 08:54:30 PDT 2009,NO_QUERY,MrsDDoubleU,@ritterblockhead you will be happy to know i am wearing my NK hat u gave me   &lt;~*msnanette*~&gt;
677728,negative,2248771963,Fri Jun 19 21:09:32 PDT 2009,NO_QUERY,BritBritL,@DeeYoung08 no internet 
57189,negative,1685603776,Sun May 03 01:09:25 PDT 2009,NO_QUERY,UniqueMakis,I'm gonna cry! I had totally designed a @greggarbo t-shirt and my photoshop decided to stop working before I could save it 
1084896,positive,1969075606,Fri May 29 22:58:09 PDT 2009,NO_QUERY,cokeYEAH,chatting around. 
802121,positive,1468180219,Tue Apr 07 00:09:07 PDT 2009,NO_QUERY,veronica78,HEY GUYS EVERYONE ADD @MattWayneCeleb please and thank you 
1142901,positive,1977363369,Sat May 30 20:48:46 PDT 2009,NO_QUERY,sewbysew,@daveyisred http://twitpic.com/6awhz - Cutie patootie! Ahh your hair!! 
710984,negative,2258080387,Sat Jun 20 15:21:20 PDT 2009,NO_QUERY,bettycake,"In the taxi on the way home, I'm so tired &amp; I don't feel very well "
66365,negative,1691744494,Sun May 03 18:31:10 PDT 2009,NO_QUERY,TeamJonasBros,Well it's time for me to get off now  i'll talk to you all tommorow! have a great night!
1526400,positive,2177020835,Mon Jun 15 05:16:48 PDT 2009,NO_QUERY,courtneyyyyyyy,Up and at em. Opening with the big guy today. Aka kevin. @evanogden hope all goes well for you. Congratz! 
